Product Name,Image Link,VariantID,Size,Volume Unit,Expert Ratings,Stock,WS Retail Price,Winemaker Name,Vintage (Year),Country,Region,Wine Type,Wine Grapes,Level to Drink,Vinification Process,Season,Soil Type,Description,Occasion,Body,Acidity,Alcohol,Fruitiness,Minerality,Sweetness / Dry
Henri Jouan Chambolle Musigny Vieilles Vignes 2019,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ebfd17aa5dc9ce5a34Henri20Jouan20Chambolle20Musigny20Vieilles20Vignes202019.png,355041,750ml,ml,RP: 92; WS: 94,10,648,Henri Jouan,2019,France,Cote de Nuits,Red,Pinot Noir,Drink within 5-7 years.,/ Aged in French oak barrels for 12-14 months with 20-30 new oak.,"autumn, winter",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit aromas, medium acidity, and a subtle minerality, offering a refined and balanced taste experience.",/ Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
Henri Jouan Clos Saint Denis Vieilles Vignes Grand Cru 2019,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e9bbcb44e7a06b0ca7Henri20Jouan20Clos20Saint20Denis20Vieilles20Vignes20Grand20Cru202019.png,355043,750ml,ml,(RP: 92; WS: 94),10,"2,398.00",Henri Jouan,2019,France,Cote de Nuits,Red,Pinot Noir,/ Drink within 10 years.,"/ Aged in French oak barrels for 12-18 months, with 30 new oak and 70 seasoned oak.","Autumn, Winter",Soil Type: Limestone,"A rich and complex Pinot Noir with a medium body, showcasing a perfect balance of acidity and tannins. The wine bursts with rich fruit flavors, accompanied by high minerality and a subtle hint of earthy notes, culminating in a dry and lingering finish.",/ Occasion: Celebration,Medium,Medium,13.5,Rich,High,Dry
Henri Jouan Gevrey Chambertin Aux Echezeaux VV 2019,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ebc83e8d4a7bdeb628Henri20Jouan20Gevrey20Chambertin20Aux20Echezeaux20VV202019.png,355045,750ml,ml,(RP: 92; WS: 94),10,738,Henri Jouan,2019,France,Cote de Nuits,Red,Pinot Noir,/ Drink within 10 years.,/ Aged in French oak barrels for 12-14 months with 20-30 new oak.,"autumn, winter",Soil Type: Limestone,"A classic Pinot Noir from the esteemed Cote de Nuits region, this wine boasts a harmonious balance of fresh fruit flavors, subtle minerality, and a medium-bodied texture, culminating in a dry, crisp finish.",Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
Hospices de Beaune Batard-Montrachet Grand Cru Cuvee Dames de Flandres Cote de Beaune 2009,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386034548fcf4356933e87Hospices20de20Beaune20Batard-Montrachet20Grand20Cru20Cuvee20Dames20de20Flandres20Cote20de20Beaune202009.png,355047,750ml,ml,RP: 92; WS: 94,10,"3,980.00",Hospices de Beaune,2009,France,Cote de Beaune,White,Chardonnay,Drink within 10 years.,/ Aged in French oak barrels for 12-18 months with regular lees stirring.,"Autumn, Winter",Soil Type: Limestone,"A rich and opulent Chardonnay with a medium body, showcasing a perfect balance of acidity and fruitiness. The wine boasts a rich, off-dry flavor profile with hints of minerality, culminating in a long and satisfying finish.",/ Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Off-dry
Hospices de Beaune Beaune Premier Cru Cuvee Guigone de Salins 2014,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad22558c24c42730e36Hospices20de20Beaune20Beaune20Premier20Cru20Cuvee20Guigone20de20Salins202014.png,355049,750ml,ml,RP: 92; WS: 90,10,798,Hospices de Beaune,2014,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 10 years.,/ Aged in French oak barrels for 12-14 months with 20-30 new oak.,"Spring, Autumn",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit flavors, medium acidity, and a subtle minerality, resulting in a well-balanced and refined wine with a dry finish.",Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
Hospices de Beaune Volnay Santenots Jehan de Massol 2015,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad312ab66f45bc30f62Hospices20de20Beaune20Volnay20Santenots20Jehan20de20Massol202015.png,355051,750ml,ml,(RP: 92; WS: 90),10,"1,498.00",Hospices de Beaune,2015,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 10 years.,"/ Aged in French oak barrels for 12 months, with 25 new oak and 75 seasoned oak.","spring, summer",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit aromas, medium acidity, and a light body. The wine showcases a perfect balance of fruitiness and minerality, with a dry finish and a subtle hint of complexity.",Occasion: Celebration,Light,Medium,13.2,Fresh,Medium,Dry
Hubert Lamy Saint Aubin 1er Cru Les Frionnes 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad2d6914ae792ab8604Hubert20Lamy20Saint20Aubin201er20Cru20Les20Frionnes202020.png,355053,750ml,ml,(RP: 92; WS: 90),10,798,Hubert Lamy,2020,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,"/ Aged in French oak barrels for 12 months, with 20 new oak and 80 seasoned oak.","summer, spring",Soil Type: Limestone,"This Chardonnay from the Cote de Beaune region is a masterclass in balance and finesse. Expect a crisp, refreshing wine with a medium body, elevated by a high acidity that cuts through the richness. Fresh fruit flavors of green apple and pear are underscored by a subtle minerality, all wrapped up in a dry, elegant package.",Occasion: Celebration,Medium,High,13.2,Fresh,Medium,Dry
Jean et Sebastien Dauvissat Sechet Chablis Premier Cru 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e92457bd4006d80eafJean20et20Sebastien20Dauvissat20Sechet20Chablis20Premier20Cru202020.png,355055,750ml,ml,RP: 92; WS: 90,10,396,Jean et Sebastien,2020,France,Chablis,White,,Drink within 5 years.,/ Aged in oak barrels for 12-18 months with regular lees stirring.,"spring, summer",Soil Type: Limestone,"This Chablis Premier Cru is a masterclass in minerality, with a medium-bodied frame and high acidity that cuts through the richness. Fresh fruit flavors abound, but its the wines stony, saline character that truly sets it apart. A dry, precise finish rounds out this exceptional white Burgundy.",Occasion: Celebration,Medium,High,12.5,Fresh,High,Dry
"Jean Groubier, Charmes-Chambertin Grand Cru 2004",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386df95079331077fd6796Jean20Groubier2C20Charmes-Chambertin20Grand20Cru202004.png,355057,750ml,ml,RP: 92; WS: 94,10,980,Jean Groubier,2004,France,Cote de Nuits,Red,Pinot Noir,/ Drink within 10 years.,"/ Aged in French oak barrels for 12-18 months, with 30 new oak and 70 seasoned oak.","Autumn, Winter",Soil Type: Limestone,"A rich and elegant Pinot Noir with a medium body, showcasing a perfect balance of acidity and fruitiness. The wines rich fruit flavors are complemented by a subtle minerality, leading to a dry and lingering finish.",Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Dry
"Jean-Philippe Marchand, Morey-Saint-Denis 1er Cru, Clos des Ormes 1993",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1eb147ba9c131b876caJean-Philippe20Marchand2C20Morey-Saint-Denis201er20Cru2C20Clos20des20Ormes.png,355059,750ml,ml,RP: 92; WS: 90,10,998,Jean-Philippe Marchand,1993,France,Cote de Nuits,Red,Pinot Noir,Drink within 10 years.,/ Aged in French oak barrels for 12-18 months with regular racking and fining.,"Spring, Autumn",Soil Type: Limestone,"A rich and complex Pinot Noir with a medium body, offering flavors of dark cherry and blackberry, complemented by subtle hints of earth and spice, with a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Rich,Medium,Dry
"Jean-Philippe Marchand, Morey-Saint-Denis 1er Cru, Faconnieres 1993",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734625305b2fec5c3c557daJean-Philippe20Marchand2C20Morey-Saint-Denis201er20Cru2C20Faconnieres201993.png,355061,750ml,ml,(RP: 92; WS: 90),10,980,Jean-Philippe Marchand,1993,France,Cote de Nuits,Red,Pinot Noir,Drink within 5-10 years.,"/ Aged in French oak barrels for 12-18 months, with 20-30 new oak.","Autumn, Winter",Soil Type: Limestone,"A rich and complex Pinot Noir with a medium body, showcasing a rich fruitiness, balanced by a medium acidity and a subtle minerality, with a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Rich,Medium,Dry
Joseph Drouhin Les Roncieres Nuits-Saint- Georges Premier Cru 1988,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083aac101628a1f7a5beJoseph20Drouhin20Les20Roncieres20Nuits-Saint-20Georges20Premier20Cru201988.png,355063,750ml,ml,(RP: 92; WS: 94),10,"1,380.00",Joseph Drouhin,1988,France,Cote de Nuits,Red,Pinot Noir,Drink within 5 years.,"/ Aged in French oak barrels for 12-18 months, with 20-30 new oak.","Autumn, Winter",Soil Type: Limestone,"A rich and complex Pinot Noir with a medium body, showcasing a rich fruitiness, balanced by medium acidity and minerality, with a dry finish and a subtle hint of oak.",Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Dry
Joseph Drouhin Marquis de Laguiche Morgeot Chassagne-Montrachet Premier Cru 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad33c6b445a0002ae7cJoseph20Drouhin20Marquis20de20Laguiche20Morgeot20Chassagne-Montrachet20Premier20Cru202020.png,355065,750ml,ml,(RP: 92; WS: 90),10,"1,268.00",Joseph Drouhin,2020,France,Cote de Beaune,White,Chardonnay,Drink within 5-7 years.,"/ Aged in French oak barrels for 12-14 months, with 30 new oak and 70 seasoned oak, followed by 6-8 months of aging in stainless steel tanks.","spring, summer",Soil Type: Limestone,"A rich and elegant Chardonnay with a medium body, showcasing fresh fruit flavors, a hint of minerality, and a crisp acidity, leading to a dry and refreshing finish.",Occasion: Celebration,Medium,High,13.5,Fresh,Medium,Dry
"Joseph Drouhin, Beaune 1er Cru, Le Clos des Mouches Rouge 1997",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ebc32fd1fddfe7ec37Joseph20Drouhin2C20Beaune201er20Cru2C20Le20Clos20des20Mouches20Rouge.png,355067,750ml,ml,RP: 92; WS: 90,10,"1,198.00",Joseph Drouhin,1997,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 10 years.,"/ Aged in French oak barrels for 12-18 months, with 25 new oak and 75 second-fill barrels.","Autumn, Winter",Soil Type: Limestone,"A rich, full-bodied Pinot Noir with a velvety texture, offering flavors of dark cherry, blackberry, and subtle hints of earthy undertones, complemented by a medium acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Dry
"Joseph Drouhin, Vosne-Romanee 2020",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad30ff4a1de0cc26ab7Joseph20Drouhin2C20Vosne-Romanee202020.png,355069,750ml,ml,RP: 92; WS: 94,10,728,Joseph Drouhin,2020,France,Cote de Nuits,Red,Pinot Noir,/ Drink within 5-7 years.,"/ Aged in French oak barrels for 12-14 months, with 20-30 new oak.","Autumn, Winter",Soil Type: Limestone,"A classic Pinot Noir from the esteemed Cote de Nuits region, Joseph Drouhins Vosne-Romanee 2020 is a masterclass in balance and finesse. Expect a harmonious blend of fresh, red fruit flavors, subtle minerality, and a hint of earthy complexity, all wrapped up in a silky, medium-bodied package with a crisp, dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Kopke 10 Years Old Port NV,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad442b050bada514bf7Kopke201020Years20Old20Port20NV.png,355071,750ml,ml,RP: 92; WS: 90,10,298,Kopke,,Portugal,Port,Fortified,Port,/ Drink now or within 5 years.,"/ Aged in large, neutral oak vats for 10 years.","winter, autumn",Soil Type: Schist,"Rich, sweet, and full-bodied, this 10-year-old Port wine is a decadent treat, with a velvety smooth texture and a long, satisfying finish.",Occasion: Celebration,Full,Medium,20.5,Rich,Low,Sweet
Kopke Vintage Port 2002,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad27ac5550075a2b378Kopke20Vintage20Port202002.png,355073,750ml,ml,RP: 92; WS: 90,10,498,Kopke,2002,Portugal,Port,Fortified,Port,/ Drink within 10 years.,"/ Aged in large, neutral oak vats for 2-3 years, followed by a minimum of 10 years in bottle.","Autumn, Winter",Soil Type: Schist,"A rich, sweet, and full-bodied Port wine with a velvety texture, offering a complex array of flavors, with hints of dark fruit, chocolate, and spices, and a long, satisfying finish.",/ Occasion: Celebration,Full,Medium,20.5,Rich,Low,Sweet
La Maison Romane Mousses Sauvages Chardonnay 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad4a8068b36ecb7b2c6La20Maison20Romane20Mousses20Sauvages20Chardonnay202022.png,355075,750ml,ml,(RP: 92; WS: 90),10,228,La Maison Romane,2022,France,Burgundy,White,Chardonnay,/ Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"spring, summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by high acidity and a dry finish.",Occasion: Celebration,Medium,High,13.2,Fresh,Medium,Dry
La Maison Romane Mousses Sauvages Mirabelle 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad263ceb23b3a5290beLa20Maison20Romane20Mousses20Sauvages20Mirabelle202022.png,355077,750ml,ml,(RP: 92; WS: 90),10,198,La Maison Romane,2022,France,Burgundy,Sparkling,Mirabelle,/ Drink within 3-5 years.,/ Aged in oak barrels for 12 months with regular bâtonnage to enhance the complexity and creaminess of the Mirabelle grape.,"spring, summer",Soil Type: Limestone,"A delicate and refined Burgundian white, La Maison Romane Mousses Sauvages Mirabelle 2022 showcases the Mirabelle grapes unique charm. Expect a harmonious balance of fresh fruit flavors, subtle minerality, and a hint of sweetness, all wrapped up in a medium-bodied package with a crisp, refreshing finish.",Occasion: Celebration,Medium,Medium,12.8,Fresh,Medium,Off-dry
La Maison Romane Mousses Sauvages Pinot Noir 2021 (Beer),https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad462341f743988be2dLa20Maison20Romane20Mousses20Sauvages20Pinot20Noir20202120(Beer).png,355079,750ml,ml,RP: 88; WS: 90,10,168,La Maison Romane,2021,France,Burgundy,Red,Pinot Noir,/ Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular batonnage.,"spring, summer",Soil Type: Limestone,"A delicate and elegant Pinot Noir from Burgundy, showcasing fresh fruit flavors, crisp acidity, and a subtle minerality, with a dry and refreshing finish.",Occasion: Casual,Light,High,12.5,Fresh,Medium,Dry
La Petite Odyssee Petillant Naturel Rose 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083b3f3020e9ad6a6b17La20Petite20Odyssee20Petillant20Naturel20Rose202020.png,355081,750ml,ml,RP: 88; WS: 90,10,209,La Petite Odyssee,2020,,,Rosé,Gamay,/ Drink within 3-5 years.,/ Aged in concrete eggs with minimal sulfur additions.,"summer, spring",Soil Type: Clay,"A delicate and refreshing rose with a light body, high acidity, and a crisp, dry finish, showcasing fresh fruit flavors and a subtle mineral undertone.",Occasion: Celebration,Light,High,11.5,Fresh,Medium,Dry
"La Rioja Alta, Vina Alberdi Reserva 2019",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e9643313cf48d0e1ccLa20Rioja20Alta2C20Vina20Alberdi20Reserva202019.png,355083,750ml,ml,RP: 92; WS: 90,10,255,La Rioja Alta,2019,Spain,Rioja,Red,Tempranillo,/ Drink within 5-7 years.,/ Aged for 24 months in American oak barrels.,"Autumn, Winter",Soil Type: Clay-Limestone,"A classic Rioja Reserva with a rich, velvety texture and a complex bouquet of dark fruit, leather, and subtle spices, finishing with a long, satisfying dryness.",Occasion: Business,Medium,Medium,13.5,Rich,Medium,Dry
Lake Chalice Raptor Sauvignon Blanc 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083b24f84e3009922a95Lake20Chalice20Raptor20Sauv20Blanc202021.png,355085,750ml,ml,(RP: 90; WS: 92),10,145,Lake Chalice,2021,New Zealand,Marlborough,White,Sauvignon Blanc,/ Drink within 3-5 years.,/ Aged in stainless steel with partial oak.,"spring, summer",Soil Type: Gravel,"A crisp and refreshing Sauvignon Blanc with vibrant citrus and grassy notes, perfect for sipping on a warm summer day.",Occasion: Casual,Light,High,13.5,Fresh,Medium,Dry
Larmandier-Bernier Terre de Vertus Blanc de Blancs Premier Cru Non-Dose 2016,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e9bedaddb536db0a08Larmandier-Bernier20Terre20de20Vertus20Blanc20de20Blancs20Premier20Cru20Non-Dose202016.png,355087,750ml,ml,(RP: 92; WS: 94),10,798,Larmandier-Bernier,2016,France,Champagne,Sparkling,Chardonnay,/ Drink within 10 years.,"/ Aged for 6 years in a combination of stainless steel and oak barrels, with a minimum of 12 months sur lie aging.","Spring, Summer",Soil Type: Limestone,"A crisp and refreshing Blanc de Blancs with a medium body, showcasing fresh fruit flavors, high acidity, and a dry finish, perfect for pairing with delicate seafood dishes or enjoying on its own as an apéritif.",Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Dry
Le Petit Smith Haut Lafitte 2017,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386df96540e46d382e26f0Le20Petit20Smith20Haut20Lafitte202017.png,355089,750ml,ml,RP: 92; WS: 94,10,225,Chateau Smith Haut Lafitte,2017,France,Left Bordeaux,Red,Cabernet Sauvignon,/ Drink within 10 years.,/ Aged in French oak barrels for 12-14 months with 30 new oak.,"autumn, winter",Soil Type: Gravel,"A rich and full-bodied wine with a velvety texture, offering a complex array of dark fruit flavors, subtle minerality, and a hint of spice, culminating in a long, dry finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Leroy Beaujolais Villages Primeur 2023,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673474202bdde28b5e4d2ad6Leroy20Beaujolais20Villages20Primeur.png,355091,750ml,ml,RP: 88; WS: 90,10,538,Leroy,2023,France,Beaujolais,Red,Gamay,/ Drink within 3-5 years.,/ Carbonic maceration in stainless steel tanks with minimal oak influence.,"spring, summer",Soil Type: Granite,"A light-bodied, fruit-forward Gamay with a fresh, vibrant character, offering a delightful balance of acidity and moderate tannins, perfect for sipping on its own or pairing with lighter fare.",/ Occasion: Casual,Light,Medium,12.5,Fresh,Low,Dry
